,"CC Hard, k=5"
TCGA-12-3649,2
TCGA-12-3650,1
TCGA-12-3651,2
TCGA-12-3652,4
TCGA-12-3653,2
TCGA-12-5295,2
TCGA-12-5299,2
TCGA-12-5301,1
TCGA-14-0736,5
TCGA-14-0740,3
TCGA-14-0781,5
TCGA-14-0786,4
TCGA-14-0787,1
TCGA-14-0789,4
TCGA-14-0790,4
TCGA-14-0812,2
TCGA-14-0813,5
TCGA-14-0817,3
TCGA-14-0862,1
TCGA-14-0865,2
TCGA-14-0866,4
TCGA-14-0867,3
TCGA-14-0871,3
TCGA-14-1034,5
TCGA-14-1037,2
TCGA-14-1043,2
TCGA-14-1395,5
TCGA-14-1396,3
TCGA-14-1450,2
TCGA-14-1451,5
TCGA-14-1453,2
TCGA-14-1455,4
TCGA-14-1456,3
TCGA-14-1458,4
TCGA-14-1794,5
TCGA-14-1795,5
TCGA-14-1821,3
TCGA-14-1823,2
TCGA-14-1825,3
TCGA-14-1827,4
TCGA-14-1829,1
TCGA-14-2554,4
TCGA-14-3476,1
TCGA-14-3477,3
TCGA-14-4157,2
TCGA-15-0742,4
TCGA-15-1446,2
TCGA-16-0846,5
TCGA-16-0848,5
TCGA-16-0849,3
TCGA-16-0850,3
TCGA-16-0861,5
TCGA-16-1045,5
TCGA-16-1048,4
TCGA-16-1460,4
TCGA-19-0957,5
TCGA-19-1385,4
TCGA-19-1386,2
TCGA-19-1387,5
TCGA-19-1388,3
TCGA-19-1389,4
TCGA-19-1390,3
TCGA-19-1786,2
TCGA-19-1787,3
TCGA-19-1788,3
TCGA-19-1789,4
TCGA-19-1790,2
TCGA-19-1791,2
TCGA-19-2619,2
TCGA-19-2620,4
TCGA-19-2621,5
TCGA-19-2623,3
TCGA-19-2624,4
TCGA-19-2625,3
TCGA-19-2629,1
TCGA-19-2631,1
TCGA-19-4065,3
TCGA-19-4068,1
TCGA-19-5947,2
TCGA-19-5950,1
TCGA-19-5951,1
TCGA-19-5952,5
TCGA-19-5953,5
TCGA-19-5954,2
TCGA-19-5955,5
TCGA-19-5956,4
TCGA-19-5958,1
TCGA-19-5959,5
TCGA-19-5960,1
TCGA-19-A60I,1
TCGA-19-A6J4,2
TCGA-19-A6J5,3
TCGA-26-1439,4
TCGA-26-1442,3
TCGA-26-1799,2
TCGA-26-5132,3
TCGA-26-5133,3
TCGA-26-5134,2
TCGA-26-5135,2
TCGA-26-5136,3
TCGA-26-5139,4
TCGA-26-6173,1
TCGA-26-6174,5
TCGA-26-A7UX,5
TCGA-27-1830,5
TCGA-27-1831,4
TCGA-27-1832,2
TCGA-27-1833,2
TCGA-27-1834,5
TCGA-27-1835,4
TCGA-27-1836,3
TCGA-27-1837,5
TCGA-27-1838,5
TCGA-27-2518,1
TCGA-27-2519,5
TCGA-27-2521,3
TCGA-27-2523,1
TCGA-27-2524,5
TCGA-27-2526,5
TCGA-27-2527,2
TCGA-27-2528,4
TCGA-28-1745,5
TCGA-28-1746,5
TCGA-28-1747,4
TCGA-28-1749,5
TCGA-28-1750,5
TCGA-28-1751,1
TCGA-28-1752,3
TCGA-28-1753,5
TCGA-28-1755,2
TCGA-28-1757,4
TCGA-28-1760,2
TCGA-28-2499,1
TCGA-28-2501,2
TCGA-28-2502,5
TCGA-28-2506,4
TCGA-28-2509,5
TCGA-28-2510,5
TCGA-28-2513,1
TCGA-28-2514,2
TCGA-28-5204,1
TCGA-28-5207,4
TCGA-28-5208,2
TCGA-28-5209,5
TCGA-28-5211,1
TCGA-28-5213,4
TCGA-28-5214,2
TCGA-28-5215,3
TCGA-28-5216,5
TCGA-28-5218,3
TCGA-28-5219,3
TCGA-28-5220,1
TCGA-28-6450,1
TCGA-32-1970,3
TCGA-32-1976,5
TCGA-32-1977,5
TCGA-32-1979,4
TCGA-32-1980,2
TCGA-32-1982,5
TCGA-32-1986,2
TCGA-32-1991,5
TCGA-32-2491,3
TCGA-32-2494,2
TCGA-32-2495,5
TCGA-32-2615,2
TCGA-32-2616,3
TCGA-32-2632,2
TCGA-32-2634,5
TCGA-32-2638,2
TCGA-32-4208,3
TCGA-32-4209,2
TCGA-32-4210,5
TCGA-32-4211,5
TCGA-32-4213,5
TCGA-32-4719,4
TCGA-32-5222,5
TCGA-41-2571,5
TCGA-41-2572,2
TCGA-41-2573,5
TCGA-41-2575,3
TCGA-41-3392,2
TCGA-41-3393,1
TCGA-41-3915,5
TCGA-41-4097,5
TCGA-41-5651,2
TCGA-41-6646,2
TCGA-4W-AA9R,5
TCGA-4W-AA9S,2
TCGA-4W-AA9T,5
TCGA-74-6573,3
TCGA-74-6575,2
TCGA-74-6577,5
TCGA-74-6578,2
TCGA-74-6581,2
TCGA-74-6584,2
TCGA-76-4925,3
TCGA-76-4926,4
TCGA-76-4927,5
TCGA-76-4928,2
TCGA-76-4929,3
TCGA-76-4931,5
TCGA-76-4932,1
TCGA-76-4934,5
TCGA-76-4935,5
TCGA-76-6191,5
TCGA-76-6192,5
TCGA-76-6193,3
TCGA-76-6280,1
TCGA-76-6282,4
TCGA-76-6283,3
TCGA-76-6285,2
TCGA-76-6286,3
TCGA-76-6656,4
TCGA-76-6657,5
TCGA-76-6660,5
TCGA-76-6661,1
TCGA-76-6662,3
TCGA-76-6663,3
TCGA-76-6664,5
TCGA-81-5910,5
TCGA-81-5911,5
TCGA-87-5896,1
TCGA-OX-A56R,5
TCGA-RR-A6KA,2
TCGA-RR-A6KB,1
TCGA-RR-A6KC,4
